Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
12/26/2013,26,December,2013,61,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59,Low
8/19/2013,19,August,2013,36,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,36,38,74,Low
5/17/2014,17,May,2014,30,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,892,1266,2158,High
2/4/2012,4,February,2012,18,Youth (<25),M,Australia,South Australia,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,198,688,886,High
11/6/2012,6,November,2012,40,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,1141,3110,4251,High
8/9/2013,9,August,2013,49,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,854,1482,2336,High
12/15/2013,15,December,2013,24,Youth (<25),M,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,71,60,131,Low
8/8/2013,8,August,2013,25,Young Adults (25-34),M,France,Seine (paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882,High
8/27/2015,27,August,2015,20,Youth (<25),M,France,Yveline,Accessories,Tires and Tubes,LL Road Tire,1,8,21,8,8,16,Low
12/25/2013,25,December,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,37,15,52,Low
4/7/2014,7,April,2014,32,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25,Low
1/2/2014,2,January,2014,35,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",3,38,50,5,114,119,Low
10/6/2013,6,October,2013,44,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,31,22,53,Low
12/14/2015,14,December,2015,39,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,151,104,255,High
12/17/2013,17,December,2013,48,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,25,26,51,Low
8/22/2013,22,August,2013,61,Adults (35-64),F,France,Hauts De Seine,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,98,65,163,Low
4/3/2016,3,April,2016,31,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,14,15,29,Low
4/19/2014,19,April,2014,29,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,Low
12/16/2015,16,December,2015,27,Young Adults (25-34),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65,Low
1/11/2016,11,January,2016,47,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,49,34,83,Low
5/1/2014,1,May,2014,22,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,ML Road Tire,20,9,25,285,180,465,High
1/24/2016,24,January,2016,23,Youth (<25),F,Germany,Saarland,Accessories,Tires and Tubes,ML Mountain Tire,6,11,30,82,66,148,Low
5/21/2014,21,May,2014,18,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,46,48,94,Low
5/22/2014,22,May,2014,44,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9,Low
8/9/2015,9,August,2015,23,Youth (<25),M,Germany,Nordrhein-westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126,Low
4/8/2014,8,April,2014,28,Young Adults (25-34),F,Germany,Nordrhein-westfalen,Clothing,Caps,AWC Logo Cap,4,7,9,3,28,31,Low
12/7/2015,7,December,2015,29,Young Adults (25-34),M,France,Hauts De Seine,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,717,1555,2272,High
9/17/2013,17,September,2013,17,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,HL Road Tire,17,12,33,284,204,488,High
4/3/2016,3,April,2016,50,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Road Tire,5,12,33,103,60,163,High
2/1/2014,1,February,2014,39,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,17,18,35,Low
8/21/2015,21,August,2015,53,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,2015,2532,4547,High
10/10/2015,10,October,2015,21,Youth (<25),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,11,7,9,18,77,95,Low
3/23/2016,23,March,2016,52,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,6,8,22,83,48,131,Low
3/23/2016,23,March,2016,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,High
5/22/2014,22,May,2014,57,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,46,40,86,Low
9/25/2013,25,September,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43,Low
6/5/2014,5,June,2014,40,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,476,377,853,High
9/19/2015,19,September,2015,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166,Low
10/14/2013,14,October,2013,57,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,53,56,109,Low
5/9/2014,9,May,2014,49,Adults (35-64),M,France,Seine (paris),Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,80,76,156,Low
5/29/2014,29,May,2014,33,Young Adults (25-34),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,267,221,488,High
5/15/2016,15,May,2016,29,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16,Low
9/17/2015,17,September,2015,42,Adults (35-64),M,Germany,Nordrhein-westfalen,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,66,56,122,Low
4/17/2016,17,April,2016,61,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37,Low
6/19/2014,19,June,2014,38,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15,Low
5/1/2016,1,May,2016,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,1,7,9,1,7,8,Low
8/6/2011,6,August,2011,23,Youth (<25),M,France,Seine Et Marne,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,2289,6513,8802,High
8/25/2013,25,August,2013,50,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,LL Road Tire,19,8,21,159,152,311,High
4/22/2016,22,April,2016,55,Adults (35-64),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,28,7,9,23,196,219,Low
5/4/2014,4,May,2014,51,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19,Low
7/1/2014,1,July,2014,29,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,57,60,117,Low
2/5/2014,5,February,2014,31,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,424,351,775,High
3/4/2011,4,March,2011,25,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,261,713,974,High
1/14/2014,14,January,2014,45,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,24,26,50,Low
4/25/2014,25,April,2014,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,27,28,55,Low
5/16/2016,16,May,2016,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,71,48,119,Low
4/19/2012,19,April,2012,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1812,4342,6154,High
5/13/2016,13,May,2016,56,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,240,295,535,High
12/18/2015,18,December,2015,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,251,461,712,High
11/3/2015,3,November,2015,32,Young Adults (25-34),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",2,1482,2384,1041,2964,4005,High
4/10/2014,10,April,2014,50,Adults (35-64),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",23,9,24,334,207,541,High
4/20/2016,20,April,2016,54,Adults (35-64),M,France,Hauts De Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,61,46,107,Low
6/16/2016,16,June,2016,42,Adults (35-64),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,14,3,8,68,42,110,Low
7/8/2013,8,July,2013,43,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",1,1912,3400,876,1912,2788,High
5/12/2014,12,May,2014,38,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,Low
11/19/2015,19,November,2015,38,Adults (35-64),M,Australia,South Australia,Clothing,Shorts,"Women's Mountain Shorts, S",25,26,70,785,650,1435,High
7/24/2015,24,July,2015,40,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1,1912,3400,1352,1912,3264,High
5/2/2014,2,May,2014,60,Adults (35-64),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,9,3,8,44,27,71,Low
11/24/2013,24,November,2013,29,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,3,7,9,2,21,23,Low
9/13/2013,13,September,2013,25,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4,Low
12/24/2013,24,December,2013,46,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,309,195,504,High
4/16/2015,16,April,2015,32,Young Adults (25-34),M,France,Seine (paris),Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934,High
4/16/2014,16,April,2014,36,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Low
10/1/2015,1,October,2015,25,Young Adults (25-34),M,Germany,Nordrhein-westfalen,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,592,1482,2074,High
1/24/2014,24,January,2014,37,Adults (35-64),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,8,8,22,75,64,139,Low
10/5/2015,5,October,2015,30,Young Adults (25-34),F,France,Val D'oise,Accessories,Tires and Tubes,LL Road Tire,28,8,21,241,224,465,High
10/6/2015,6,October,2015,33,Young Adults (25-34),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",10,38,50,115,380,495,High
12/11/2013,11,December,2013,17,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,84,60,144,Low
8/16/2015,16,August,2015,20,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,16,21,37,Low
7/29/2013,29,July,2013,40,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",1,1912,3400,774,1912,2686,High
4/9/2014,9,April,2014,42,Adults (35-64),M,Germany,Nordrhein-westfalen,Accessories,Fenders,Fender Set - Mountain,24,8,22,267,192,459,High
9/15/2015,15,September,2015,30,Young Adults (25-34),F,United States,Oregon,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,24,15,39,Low
6/15/2014,15,June,2014,40,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139,Low
10/12/2015,12,October,2015,20,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,86,78,164,Low
5/29/2014,29,May,2014,56,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297,High
2/9/2016,9,February,2016,22,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,14,14,28,Low
9/15/2015,15,September,2015,18,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,Low
11/24/2013,24,November,2013,19,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,7,11,18,Low
1/15/2014,15,January,2014,37,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249,High
8/19/2013,19,August,2013,24,Youth (<25),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",5,9,24,73,45,118,Low
2/23/2016,23,February,2016,31,Young Adults (25-34),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",10,9,24,145,90,235,High
1/15/2016,15,January,2016,42,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,LL Road Tire,29,8,21,292,232,524,High
1/13/2015,13,January,2015,41,Adults (35-64),F,Germany,Bayern,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,288,487,775,High
9/27/2015,27,September,2015,21,Youth (<25),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,25,8,22,345,200,545,High
3/28/2014,28,March,2014,60,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83,Low
12/1/2013,1,December,2013,33,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,ML Mountain Tire,5,11,30,77,55,132,Low
12/27/2013,27,December,2013,28,Young Adults (25-34),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,472,338,810,High
11/13/2015,13,November,2015,66,Seniors (64+),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,23,16,39,Low
9/5/2013,5,September,2013,41,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,361,286,647,High
11/26/2013,26,November,2013,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,318,420,738,High
8/11/2015,11,August,2015,29,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,286,988,1274,High
9/11/2013,11,September,2013,32,Young Adults (25-34),F,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,5,8,22,55,40,95,Low
10/22/2015,22,October,2015,42,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100,Low
2/20/2014,20,February,2014,60,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,32,13,45,Low
11/6/2013,6,November,2013,24,Youth (<25),M,France,Seine (paris),Accessories,Tires and Tubes,LL Mountain Tire,2,9,25,23,18,41,Low
6/27/2016,27,June,2016,36,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,19,20,39,Low
4/12/2016,12,April,2016,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,14,10,24,Low
12/12/2015,12,December,2015,33,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,410,364,774,High
4/23/2013,23,April,2013,28,Young Adults (25-34),M,France,Loir Et Cher,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,137,344,481,High
5/2/2014,2,May,2014,43,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918,High
9/20/2013,20,September,2013,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,22,24,46,Low
8/13/2013,13,August,2013,22,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,536,338,874,High
5/2/2014,2,May,2014,46,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,10,12,33,197,120,317,High
9/2/2015,2,September,2015,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,74,45,119,Low
4/29/2014,29,April,2014,50,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,16,27,43,Low
5/3/2014,3,May,2014,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,20,13,35,433,260,693,High
2/23/2014,23,February,2014,35,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,302,755,1057,High
6/25/2016,25,June,2016,29,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",15,42,54,148,630,778,High
2/12/2013,12,February,2013,20,Youth (<25),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,167,308,475,High
8/16/2013,16,August,2013,45,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,High
4/3/2014,3,April,2014,54,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,35,24,59,Low
10/2/2015,2,October,2015,32,Young Adults (25-34),F,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,LL Road Tire,17,8,21,175,136,311,High
12/17/2015,17,December,2015,23,Youth (<25),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,53,48,101,Low
12/5/2015,5,December,2015,37,Adults (35-64),M,France,Seine (paris),Accessories,Tires and Tubes,ML Mountain Tire,27,11,30,367,297,664,High
2/20/2016,20,February,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,32,11,30,406,352,758,High
3/4/2016,4,March,2016,35,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Low
5/8/2016,8,May,2016,33,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,42,44,86,Low
2/20/2014,20,February,2014,46,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,130,88,218,High
5/22/2014,22,May,2014,59,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18,Low
10/7/2011,7,October,2011,46,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 48",2,1083,1701,1168,2166,3334,High
4/17/2016,17,April,2016,51,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire,19,11,29,270,209,479,High
11/22/2015,22,November,2015,33,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,68,52,120,Low
3/16/2016,16,March,2016,18,Youth (<25),M,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934,High
11/30/2013,30,November,2013,29,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274,High
1/10/2014,10,January,2014,63,Adults (35-64),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,27,21,55,888,567,1455,High
11/4/2015,4,November,2015,20,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83,Low
4/17/2016,17,April,2016,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1544,990,2534,High
7/5/2016,5,July,2016,41,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,18,9,25,284,162,446,High
6/10/2014,10,June,2014,23,Youth (<25),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",20,9,24,295,180,475,High
5/19/2014,19,May,2014,31,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,6,7,9,3,42,45,Low
7/7/2015,7,July,2015,53,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 52",2,1519,2443,969,3038,4007,High
