Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
4/4/2014,4,April,2014,32,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,23,11,30,285,253,538
7/14/2015,14,July,2015,29,Young Adults (25-34),M,France,Seine (Paris),Bikes,Road Bikes,"Road-650 Black, 60",1,487,783,155,487,642
3/23/2014,23,March,2014,42,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",20,42,54,218,840,1058
5/7/2015,7,May,2015,39,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1264,2171,3435
10/7/2015,7,October,2015,23,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,447,273,720
6/20/2016,20,June,2016,52,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,596,364,960
8/30/2015,30,August,2015,61,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5
11/21/2013,21,November,2013,19,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
9/8/2013,8,September,2013,39,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,128,78,206
8/24/2013,24,August,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,124,84,208
3/26/2016,26,March,2016,48,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,10,7,9,7,70,77
11/15/2015,15,November,2015,32,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,170,104,274
4/15/2016,15,April,2016,49,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,4,8,22,54,32,86
12/31/2013,31,December,2013,42,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,38,40,78
5/11/2014,11,May,2014,28,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,99,344,443
3/24/2014,24,March,2014,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69
6/10/2014,10,June,2014,36,Adults (35-64),F,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, M",3,9,24,33,27,60
1/19/2016,19,January,2016,28,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,10,6,16
4/14/2016,14,April,2016,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,318,420,738
6/8/2011,8,June,2011,38,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272
9/28/2013,28,September,2013,18,Youth (<25),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",26,38,50,26,988,1014
2/3/2014,3,February,2014,31,Young Adults (25-34),F,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,261,221,482
8/3/2011,3,August,2011,49,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,385,713,1098
5/17/2012,17,May,2012,54,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",2,487,783,561,974,1535
10/14/2013,14,October,2013,29,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Touring Tire,3,11,29,52,33,85
5/7/2016,7,May,2016,31,Young Adults (25-34),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2,1482,2384,1184,2964,4148
11/16/2013,16,November,2013,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Road Tire,21,8,21,216,168,384
9/23/2013,23,September,2013,34,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,942,2171,3113
10/8/2015,8,October,2015,23,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,20,27,47
6/17/2016,17,June,2016,23,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,288,182,470
4/12/2012,12,April,2012,44,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013
5/13/2014,13,May,2014,22,Youth (<25),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
12/24/2015,24,December,2015,20,Youth (<25),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,15,3,8,74,45,119
9/12/2015,12,September,2015,22,Youth (<25),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
1/1/2014,1,January,2014,49,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",15,38,50,15,570,585
4/26/2016,26,April,2016,23,Youth (<25),F,France,Seine (Paris),Accessories,Tires and Tubes,LL Road Tire,23,8,21,212,184,396
1/19/2014,19,January,2014,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57
4/11/2016,11,April,2016,46,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,261,713,974
1/19/2014,19,January,2014,50,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,21,23,44
6/20/2016,20,June,2016,45,Adults (35-64),M,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,6,3,8,28,18,46
4/24/2016,24,April,2016,41,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7
5/22/2014,22,May,2014,31,Young Adults (25-34),F,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,64,48,112
5/7/2014,7,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,100,51,151
7/8/2016,8,July,2016,37,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
7/29/2013,29,July,2013,42,Adults (35-64),M,France,Nord,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,942,2171,3113
10/28/2015,28,October,2015,23,Youth (<25),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,85,45,130
5/24/2016,24,May,2016,49,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,77,52,129
9/10/2013,10,September,2013,55,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,26,28,54
11/24/2013,24,November,2013,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69
12/21/2015,21,December,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,59,20,79
9/21/2013,21,September,2013,20,Youth (<25),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",10,38,50,55,380,435
4/2/2016,2,April,2016,52,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25,248,144,392
5/6/2014,6,May,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,87,336,423
4/9/2014,9,April,2014,23,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
4/5/2014,5,April,2014,24,Youth (<25),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,19,28,47
7/28/2014,28,July,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,62,42,104
7/17/2016,17,July,2016,34,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69
3/20/2011,20,March,2011,35,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540,572,1032,1604
5/6/2014,6,May,2014,31,Young Adults (25-34),F,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, L",14,9,24,163,126,289
1/11/2016,11,January,2016,57,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,HL Road Tire,27,12,33,549,324,873
4/4/2014,4,April,2014,56,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",20,26,70,852,520,1372
8/17/2015,17,August,2015,54,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,352,312,664
3/16/2014,16,March,2014,41,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,546,1555,2101
9/15/2013,15,September,2013,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,13,18,31
6/28/2016,28,June,2016,38,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,26,27,53
5/24/2016,24,May,2016,35,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,29,26,55
2/9/2014,9,February,2014,39,Adults (35-64),M,Germany,Hessen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",17,38,50,145,646,791
5/30/2014,30,May,2014,34,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,226,420,646
12/16/2013,16,December,2013,43,Adults (35-64),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,521,1482,2003
2/2/2016,2,February,2016,34,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,HL Road Tire,7,12,33,110,84,194
10/26/2015,26,October,2015,47,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,ML Road Tire,16,9,25,168,144,312
11/15/2013,15,November,2013,33,Young Adults (25-34),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,200,182,382
9/3/2015,3,September,2015,29,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,2,1,3
12/7/2015,7,December,2015,22,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
2/8/2016,8,February,2016,21,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,29,12,41
3/9/2012,9,March,2012,42,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 52",2,1555,2443,750,3110,3860
6/28/2014,28,June,2014,50,Adults (35-64),F,United States,Oregon,Clothing,Socks,"Racing Socks, L",4,3,9,19,12,31
4/21/2014,21,April,2014,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,26,22,48
3/16/2014,16,March,2014,21,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127
9/13/2015,13,September,2015,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,LL Road Tire,21,8,21,180,168,348
6/26/2016,26,June,2016,51,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,397,1083,1480
10/5/2013,5,October,2013,36,Adults (35-64),M,United States,Washington,Clothing,Vests,"Classic Vest, M",28,24,64,726,672,1398
8/2/2015,2,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,368,221,589
8/28/2013,28,August,2013,38,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,35,26,61
7/14/2012,14,July,2012,48,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,381,688,1069
4/3/2016,3,April,2016,31,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,13,14,27
11/16/2013,16,November,2013,53,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,16,14,30
3/16/2014,16,March,2014,33,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,14,14,28
7/10/2016,10,July,2016,32,Young Adults (25-34),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,58,50,108
4/10/2016,10,April,2016,38,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,2,1,3
10/8/2015,8,October,2015,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,96,63,159
10/13/2011,13,October,2011,38,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
11/22/2015,22,November,2015,24,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
12/13/2015,13,December,2015,54,Adults (35-64),M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",20,9,24,194,180,374
8/25/2015,25,August,2015,21,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,693,416,1109
12/5/2015,5,December,2015,32,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,538,1252,1790
5/13/2014,13,May,2014,33,Young Adults (25-34),M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, S",1,26,70,29,26,55
10/8/2013,8,October,2013,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,74,50,124
7/29/2015,29,July,2015,34,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,77,344,421
3/21/2016,21,March,2016,22,Youth (<25),F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,13,13,35,213,169,382
9/29/2015,29,September,2015,28,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
3/27/2016,27,March,2016,24,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,27,13,35,575,351,926
11/17/2013,17,November,2013,31,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,22,13,35,469,286,755
1/28/2016,28,January,2016,21,Youth (<25),M,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,6,21,55,161,126,287
6/27/2016,27,June,2016,,,M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,128,88,216
1/30/2016,30,January,2016,19,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,LL Mountain Tire,2,9,25,29,18,47
12/13/2013,13,December,2013,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,10,13,35,217,130,347
11/20/2015,20,November,2015,21,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30
4/23/2016,23,April,2016,56,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,140,87,227
7/28/2016,28,July,2016,37,Adults (35-64),M,France,Nord,Accessories,Fenders,Fender Set - Mountain,26,8,22,290,208,498
2/3/2016,3,February,2016,20,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,490,299,789
1/25/2016,25,January,2016,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149
11/9/2015,9,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178
12/23/2013,23,December,2013,38,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,683,1266,1949
10/9/2015,9,October,2015,27,Young Adults (25-34),M,United States,California,Clothing,Caps,AWC Logo Cap,28,7,9,51,196,247
11/30/2013,30,November,2013,21,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,74,50,124
2/10/2016,10,February,2016,40,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882
6/11/2016,11,June,2016,35,Adults (35-64),F,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,27,8,22,271,216,487
3/26/2016,26,March,2016,33,Young Adults (25-34),F,France,Garonne (Haute),Accessories,Tires and Tubes,HL Mountain Tire,11,13,35,219,143,362
4/17/2014,17,April,2014,30,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1157,2171,3328
10/10/2011,10,October,2011,47,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,184,308,492
4/3/2014,3,April,2014,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,177,120,297
6/22/2014,22,June,2014,24,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
12/12/2013,12,December,2013,19,Youth (<25),F,United States,Oregon,Clothing,Caps,AWC Logo Cap,20,7,9,15,140,155
1/16/2016,16,January,2016,55,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,21,23,44
7/15/2014,15,July,2014,38,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,84,58,142
6/16/2014,16,June,2014,44,Adults (35-64),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,448,755,1203
12/20/2015,20,December,2015,28,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-250 Red, 44",3,1519,2443,2479,4557,7036
2/6/2014,6,February,2014,44,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,20,168,188
6/22/2014,22,June,2014,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203
12/2/2015,2,December,2015,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,21,8,21,255,168,423
10/24/2013,24,October,2013,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,62,42,104
4/3/2014,3,April,2014,51,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,29,11,30,534,319,853
9/26/2013,26,September,2013,36,Adults (35-64),M,Germany,Brandenburg,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,74,50,124
3/27/2016,27,March,2016,36,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,474,299,773
11/17/2013,17,November,2013,54,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
11/5/2015,5,November,2015,27,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,405,247,652
7/26/2013,26,July,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",1,1912,3400,1046,1912,2958
11/22/2013,22,November,2013,27,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,83,344,427
3/8/2016,8,March,2016,33,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,HL Road Tire,22,12,33,368,264,632
11/27/2013,27,November,2013,51,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,42,30,72
2/12/2016,12,February,2016,53,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,433,260,693
6/6/2014,6,June,2014,41,Adults (35-64),M,Australia,Queensland,Accessories,Cleaners,Bike Wash - Dissolver,27,3,8,100,81,181
11/25/2015,25,November,2015,51,Adults (35-64),F,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
6/12/2014,12,June,2014,41,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,11,11,30,196,121,317
9/14/2015,14,September,2015,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",1,461,742,185,461,646
